example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
538,markdown,1,,741,Aggregation / Counting / Arithmetic,Hard,wikitq,how many more awards did she win in 2009 than in 2007?,['6'],6,1
539,html,1,,628,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many vineyards belong to an Grand Cru AOCs created in 1937 ?,['6'],6,1
539,latex,0,,329,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many vineyards belong to an Grand Cru AOCs created in 1937 ?,['6'],0,1
539,markdown,0,,278,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many vineyards belong to an Grand Cru AOCs created in 1937 ?,['6'],7,1
540,html,1,,2589,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in length between new flyer xcelsior d60 and van hool ag300?,['0'],0,0
540,latex,1,,1257,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in length between new flyer xcelsior d60 and van hool ag300?,['0'],0,0
540,markdown,1,,1328,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the difference in length between new flyer xcelsior d60 and van hool ag300?,['0'],0,0
541,html,0,,5211,Aggregation / Counting / Arithmetic,Hard,wikitq,how many of eero saarinan's works listed were completed in the 1940's?,['15'],10,0
541,latex,0,,2277,Aggregation / Counting / Arithmetic,Hard,wikitq,how many of eero saarinan's works listed were completed in the 1940's?,['15'],10,0
541,markdown,0,,2957,Aggregation / Counting / Arithmetic,Hard,wikitq,how many of eero saarinan's works listed were completed in the 1940's?,['15'],7,0
542,html,1,,3394,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the total number of medals won by canadians in all events?,['4'],4,1
542,latex,0,,2439,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the total number of medals won by canadians in all events?,['4'],3,1
542,markdown,0,,2106,Aggregation / Counting / Arithmetic,Hard,wikitq,what was the total number of medals won by canadians in all events?,['4'],3,1
543,html,0,,2196,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total change in aircraft landings from 2012 to 2013?,['4000'],3 999,0
543,latex,0,,1288,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total change in aircraft landings from 2012 to 2013?,['4000'],4 000,0
543,markdown,0,,1347,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total change in aircraft landings from 2012 to 2013?,['4000'],The table does not provide the value for Aircraft Landings in 2013.,0
544,html,0,,3657,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total number of victories during this season?,['13'],11,1
544,latex,0,,1581,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total number of victories during this season?,['13'],14,1
544,markdown,1,,1883,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total number of victories during this season?,['13'],13,1
545,html,0,,1780,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years did the first person from California serve ?,['2'],"1 year, 7 months, and 5 days",0
545,latex,0,,950,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years did the first person from California serve ?,['2'],3 years,0
545,markdown,0,,989,Aggregation / Counting / Arithmetic,Hard,hybridqa,How many years did the first person from California serve ?,['2'],"1 year, 7 months, and 5 days",0
546,html,0,,3350,Aggregation / Counting / Arithmetic,Hard,wikitq,how far removed were the times from the fifth place and the tenth place contestant?,['.32'],0.88,0
546,latex,0,,1323,Aggregation / Counting / Arithmetic,Hard,wikitq,how far removed were the times from the fifth place and the tenth place contestant?,['.32'],+1.31,0
546,markdown,0,,1495,Aggregation / Counting / Arithmetic,Hard,wikitq,how far removed were the times from the fifth place and the tenth place contestant?,['.32'],+0.85,0
547,html,0,,6400,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many of india's consecutive matches were ""drawn"" from 1970 - 2000?",['13'],0,0
547,latex,0,,2364,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many of india's consecutive matches were ""drawn"" from 1970 - 2000?",['13'],0,0
547,markdown,0,,2791,Aggregation / Counting / Arithmetic,Hard,wikitq,"how many of india's consecutive matches were ""drawn"" from 1970 - 2000?",['13'],0,0
548,html,0,,816,Aggregation / Counting / Arithmetic,Hard,hybridqa,"For the standard formatted event that was in the season that started in December , how many pro tours were in that season ?",['5'],1,0
548,latex,0,,419,Aggregation / Counting / Arithmetic,Hard,hybridqa,"For the standard formatted event that was in the season that started in December , how many pro tours were in that season ?",['5'],1,0
548,markdown,0,,408,Aggregation / Counting / Arithmetic,Hard,hybridqa,"For the standard formatted event that was in the season that started in December , how many pro tours were in that season ?",['5'],1,0
549,html,0,,3331,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total amount of numbered routes in massachusetts that are located in boston?,['7'],0,0
549,latex,0,,2272,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total amount of numbered routes in massachusetts that are located in boston?,['7'],0,0
549,markdown,0,,2645,Aggregation / Counting / Arithmetic,Hard,wikitq,what is the total amount of numbered routes in massachusetts that are located in boston?,['7'],3,0
550,html,1,,1665,Comparison & Extremum,Hard,sqa,who had the absolute lowest?,['Detroit Lions'],"thought
Detroit Lions",0
550,latex,1,,706,Comparison & Extremum,Hard,sqa,who had the absolute lowest?,['Detroit Lions'],Detroit Lions,0
550,markdown,1,,741,Comparison & Extremum,Hard,sqa,who had the absolute lowest?,['Detroit Lions'],Detroit Lions,0
551,html,1,,930,Comparison & Extremum,Hard,wikitq,which position had the most picks?,['halfback'],Halfback,0
551,latex,1,,360,Comparison & Extremum,Hard,wikitq,which position had the most picks?,['halfback'],Halfback,0
551,markdown,1,,366,Comparison & Extremum,Hard,wikitq,which position had the most picks?,['halfback'],Halfback,0
552,html,1,,708,Comparison & Extremum,Hard,sqa,what is the lowest positioned vacant position?,['Lord High Constable'],Lord High Constable,0
552,latex,1,,315,Comparison & Extremum,Hard,sqa,what is the lowest positioned vacant position?,['Lord High Constable'],Lord High Constable,0
552,markdown,1,,298,Comparison & Extremum,Hard,sqa,what is the lowest positioned vacant position?,['Lord High Constable'],Lord High Constable,0
553,html,1,,1737,Comparison & Extremum,Hard,sqa,which of these win percentages is the highest?,['.612'],0.612,0
553,latex,1,,822,Comparison & Extremum,Hard,sqa,which of these win percentages is the highest?,['.612'],0.612,0
553,markdown,1,,849,Comparison & Extremum,Hard,sqa,which of these win percentages is the highest?,['.612'],0.612,0
554,html,0,,1912,Comparison & Extremum,Hard,sqa,what 3 countries have the smallest number of vessels in the coast guard?,"['2', '2', '1']","Bulgaria, Netherlands, Honduras",0
554,latex,0,,1222,Comparison & Extremum,Hard,sqa,what 3 countries have the smallest number of vessels in the coast guard?,"['2', '2', '1']","Bulgaria, Netherlands, Honduras",0
554,markdown,0,,1293,Comparison & Extremum,Hard,sqa,what 3 countries have the smallest number of vessels in the coast guard?,"['2', '2', '1']","Bulgaria, Netherlands, Honduras",0
555,html,1,,1378,Comparison & Extremum,Hard,wikitq,who did they play against for the last game?,['New Orleans Saints'],at New Orleans Saints,0
555,latex,1,,696,Comparison & Extremum,Hard,wikitq,who did they play against for the last game?,['New Orleans Saints'],at New Orleans Saints,0
555,markdown,1,,717,Comparison & Extremum,Hard,wikitq,who did they play against for the last game?,['New Orleans Saints'],at New Orleans Saints,0
556,html,0,,861,Comparison & Extremum,Hard,sqa,which of these areas is the largest?,['349.99'],Remainder of the municipality,0
556,latex,0,,458,Comparison & Extremum,Hard,sqa,which of these areas is the largest?,['349.99'],Remainder of the municipality,0
556,markdown,0,,438,Comparison & Extremum,Hard,sqa,which of these areas is the largest?,['349.99'],Remainder of the municipality,0
557,html,1,,2803,Comparison & Extremum,Hard,wikitq,was the train borsig drg series 05 002 faster than br 18 201?,['yes'],Yes,0
557,latex,1,,1691,Comparison & Extremum,Hard,wikitq,was the train borsig drg series 05 002 faster than br 18 201?,['yes'],Yes,0
557,markdown,1,,1928,Comparison & Extremum,Hard,wikitq,was the train borsig drg series 05 002 faster than br 18 201?,['yes'],Yes,0
558,html,0,,1889,Comparison & Extremum,Hard,hybridqa,What kind of dam is the tallest dam in Europe ?,['Gravity'],"thought
Concrete arch",0
558,latex,0,,902,Comparison & Extremum,Hard,hybridqa,What kind of dam is the tallest dam in Europe ?,['Gravity'],Concrete arch,0
558,markdown,0,,944,Comparison & Extremum,Hard,hybridqa,What kind of dam is the tallest dam in Europe ?,['Gravity'],Concrete arch,0
559,html,0,,1141,Comparison & Extremum,Hard,hybridqa,"Which location has a stadium which has a higher capacity ? is it the location that has a population of about 235,615 , or the ninth-most populated city in Finland ?",['Kuopio'],The location that has a stadium which has a higher capacity is Tampere.,0
559,latex,0,,533,Comparison & Extremum,Hard,hybridqa,"Which location has a stadium which has a higher capacity ? is it the location that has a population of about 235,615 , or the ninth-most populated city in Finland ?",['Kuopio'],The table does not provide information regarding city populations.,0
559,markdown,0,,543,Comparison & Extremum,Hard,hybridqa,"Which location has a stadium which has a higher capacity ? is it the location that has a population of about 235,615 , or the ninth-most populated city in Finland ?",['Kuopio'],The table does not provide information regarding city populations.,0
560,html,1,,6643,Comparison & Extremum,Hard,wikitq,do capital or lower case letters come first in unicode?,['capital'],capital,0
560,latex,1,,2350,Comparison & Extremum,Hard,wikitq,do capital or lower case letters come first in unicode?,['capital'],Capital letters come first.,0
560,markdown,1,,2780,Comparison & Extremum,Hard,wikitq,do capital or lower case letters come first in unicode?,['capital'],capital,0
561,html,1,,1836,Comparison & Extremum,Hard,wikitq,which season had the least number of episodes?,['8'],8,0
561,latex,1,,1033,Comparison & Extremum,Hard,wikitq,which season had the least number of episodes?,['8'],8,0
561,markdown,1,,1084,Comparison & Extremum,Hard,wikitq,which season had the least number of episodes?,['8'],8,0
562,html,1,,2191,Comparison & Extremum,Hard,sqa,and which reached the best rank?,['Time Out'],Time Out,0
562,latex,1,,990,Comparison & Extremum,Hard,sqa,and which reached the best rank?,['Time Out'],Time Out,0
562,markdown,1,,1080,Comparison & Extremum,Hard,sqa,and which reached the best rank?,['Time Out'],Time Out,0
563,html,1,,1957,Comparison & Extremum,Hard,wikitq,"who had a larger number of points, rossi or janssen?",['Valentino Rossi'],Valentino Rossi,0
563,latex,1,,746,Comparison & Extremum,Hard,wikitq,"who had a larger number of points, rossi or janssen?",['Valentino Rossi'],Valentino Rossi,0
563,markdown,1,,856,Comparison & Extremum,Hard,wikitq,"who had a larger number of points, rossi or janssen?",['Valentino Rossi'],Valentino Rossi,0
564,html,0,,557,Comparison & Extremum,Hard,hybridqa,"Which stadium was used earliest ? One that hosts football matches and is the home stadium of Mahasarakham United F.C. , or one which seats 6,378 people ?",['Thephasadin Stadium'],Mahasarakham Province Stadium,0
564,latex,0,,345,Comparison & Extremum,Hard,hybridqa,"Which stadium was used earliest ? One that hosts football matches and is the home stadium of Mahasarakham United F.C. , or one which seats 6,378 people ?",['Thephasadin Stadium'],Mahasarakham Province Stadium,0
564,markdown,0,,298,Comparison & Extremum,Hard,hybridqa,"Which stadium was used earliest ? One that hosts football matches and is the home stadium of Mahasarakham United F.C. , or one which seats 6,378 people ?",['Thephasadin Stadium'],Klong Chan Sports Center,0
565,html,0,,1248,Comparison & Extremum,Hard,wikitq,on what date did the last episode in series 10 originally air?,"['February 22, 1998 (1998-02-22)']","November 30, 1997",0
565,latex,0,,593,Comparison & Extremum,Hard,wikitq,on what date did the last episode in series 10 originally air?,"['February 22, 1998 (1998-02-22)']","November 30, 1997",0
565,markdown,0,,601,Comparison & Extremum,Hard,wikitq,on what date did the last episode in series 10 originally air?,"['February 22, 1998 (1998-02-22)']","November 30, 1997",0
566,html,0,,2674,Comparison & Extremum,Hard,wikitq,which opponent played the most games?,['Anderlecht'],Aalborg,1
566,latex,1,,1082,Comparison & Extremum,Hard,wikitq,which opponent played the most games?,['Anderlecht'],Anderlecht,1
566,markdown,1,,1216,Comparison & Extremum,Hard,wikitq,which opponent played the most games?,['Anderlecht'],Anderlecht,1
567,html,0,,2641,Comparison & Extremum,Hard,sqa,which was the fastest one?,['202.6 km/h (126 mph)'],LNER Class A4 No. 4468 Mallard,0
567,latex,0,,1529,Comparison & Extremum,Hard,sqa,which was the fastest one?,['202.6 km/h (126 mph)'],LNER Class A4 No. 4468 Mallard,0
567,markdown,0,,1766,Comparison & Extremum,Hard,sqa,which was the fastest one?,['202.6 km/h (126 mph)'],LNER Class A4 No. 4468 Mallard,0
568,html,1,,1729,Comparison & Extremum,Hard,wikitq,"the chicago stags have the highest win percentage of any defunct team, but who played for the most seasons?",['Baltimore Bullets'],"thought
Baltimore Bullets*",0
568,latex,1,,814,Comparison & Extremum,Hard,wikitq,"the chicago stags have the highest win percentage of any defunct team, but who played for the most seasons?",['Baltimore Bullets'],Baltimore Bullets*,0
568,markdown,1,,854,Comparison & Extremum,Hard,wikitq,"the chicago stags have the highest win percentage of any defunct team, but who played for the most seasons?",['Baltimore Bullets'],Baltimore Bullets*,0
569,html,0,,1875,Comparison & Extremum,Hard,wikitq,what was the date of the first vessel that was acquired?,['2001'],1998,0
569,latex,0,,1187,Comparison & Extremum,Hard,wikitq,what was the date of the first vessel that was acquired?,['2001'],1998,0
569,markdown,0,,1306,Comparison & Extremum,Hard,wikitq,what was the date of the first vessel that was acquired?,['2001'],1998,0
570,html,0,,1535,Comparison & Extremum,Hard,hybridqa,"Which athlete had the earliest date of violation ? Is it a Chinese long-distance runner who competed in the 3000 metre steeplechase , or a sprinter from the Ukraine who specializes in the 400 metres ?",['Antonina Yefremova'],Vasiliy Yershov,0
570,latex,0,,694,Comparison & Extremum,Hard,hybridqa,"Which athlete had the earliest date of violation ? Is it a Chinese long-distance runner who competed in the 3000 metre steeplechase , or a sprinter from the Ukraine who specializes in the 400 metres ?",['Antonina Yefremova'],Vasiliy Yershov,0
570,markdown,0,,748,Comparison & Extremum,Hard,hybridqa,"Which athlete had the earliest date of violation ? Is it a Chinese long-distance runner who competed in the 3000 metre steeplechase , or a sprinter from the Ukraine who specializes in the 400 metres ?",['Antonina Yefremova'],Vasiliy Yershov,0
